"Director","Producer","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"H. C. Potter","Dore Schary","RKO Radio Pictures","RKO Pictures","Comedy","English","Mar 26, 1947, Original","1h 37m","Young Swedish-American Katrin ""Katie"" Holstrom (Loretta Young) leaves her family farm in Minnesota, headed for nursing school. After her tuition money runs out, she is forced to take a job as a maid in the home of Congressman Glenn Morley (Joseph Cotten). Holstrom endears herself to the genteel Morley, and begins to show a surprising aptitude for politics herself. She launches a campaign for Congress, and, as right-wing reactionaries plot against her, a romance develops.",100,77,"The Farmer's Daughter"
