"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Bruce Brown","Bruce Brown","Bruce Brown","New Line Home Video [us], Image Entertainment Inc.","Bruce Brown Films","Documentary","English","Jun 15, 1966, Original","Jul 23, 2014","Apr 15, 2015","1h 32m","Mono, Stereo","Documentary filmmaker Bruce Brown, himself a competition-level surfer, follows surfers Michael Hynson and Robert August on an around-the-world surfing adventure. With Brown's wry, sardonic narration and a twangy, guitar-driven instrumental soundtrack by The Sandals playing over the silent footage, Mike and Rob leave their California home to visit Hawaii, Australia, South Africa and other secluded surfing spots in a search for the surfer's holy grail that Brown dubs ""The Perfect Wave.""",100,91,"The Endless Summer"
