"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"George Stevens","George Stevens","Ernest Pagano, P.J. Wolfson","RKO Pictures","Comedy","English","Sep 24, 2013","1h 30m","Peter (James Stewart) is a professor who gets hitched to a singer named Francey (Ginger Rogers) on a whim while visiting New York City. But when Peter returns home, he is less than eager to introduce his new bride to his domineering father (Charles Coburn), whom he knows will not approve. He also has to contend with his jealous former fiancée (Frances Mercer). As Peter tries to keep his married status a secret, a number of amusing missteps happen along the way.",100,80,"Vivacious Lady"
