"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Céline Sciamma","Bénédicte Couvreur, Rémi Burah, Olivier Père","Céline Sciamma","Hold Up Films, Arte France Cinema, Lilies Films","Drama","French (France)","Aug 18, 2015","$60.0K","1h 52m","Scope (2.35:1)","Marieme joins an all-girl gang in the projects of Paris and is slowly turned out of her shell by her three sassy neighbors. As she falls further under their bravado and volatile energy, she begins making brave and foolish choices.",96,73,"Girlhood"
