"Director","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Svyatoslav Podgayevskiy","Svyatoslav Podgayevskiy","Level 33 Entertainment","Horror, Mystery & Thriller","Russian","Jun 10, 2016, Limited","Oct 15, 2016","1h 32m","Terror awaits four teenagers when they unwittingly summon an evil ghost that uses mirrors as a gateway to the world of the living.",40,18,"Queen of Spades: The Dark Rite"
