"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Charles Shyer","Arlene Sellers, Alex Winitsky","Nancy Meyers, Charles Shyer","PG","Comedy, Drama","English","Apr 14, 2009","1h 54m","Albert Brodsky (Ryan O'Neal) and his wife, Lucy (Shelley Long), are both highly successful in their fields. While Albert has a thriving career as a filmmaker, Lucy is a well-received writer, but their occupations keep them away from each other and their young daughter, Casey (Drew Barrymore). When Casey has had enough of her parents' strained relationship, she decides to sue them for divorce. After Casey's cause gets media attention, the family is forced to reassess their life together.",60,47,"Irreconcilable Differences"
