"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Kiran Rao","Aamir Khan, Kiran Rao","Kiran Rao","UTV Motion Pictures","Drama","English","Jan 21, 2011, Limited","Dec 9, 2017","$576.6K","1h 40m","The video diaries of a former tenant of his apartment fascinate the artist (Aamir Khan) who currently lives there, while an investment banker (Monica Dogra) befriends a pair of workers for a research project.",65,70,"Mumbai Diaries"
