"Director","Producer","Screenwriter","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"John Guillermin","Christian Ferry","David Pursall, Jack Seddon","War","English","Mar 1, 2013","2h 36m","Lt. Bruno Stachel (George Peppard), a brash German World War I fighter pilot, is driven to shoot down 20 enemy planes, thus garnering him the Blue Max, a coveted medal. His superior, Count von Klugermann (James Mason), is aware that Bruno will stop at nothing to receive the honor, and admires his tenacity. The count's nephew, Willi (Jeremy Kemp), is Bruno's main competition for the prize, but Bruno is determined to eliminate his adversary and secure the honor for himself.",100,76,"The Blue Max"
