"Director","Producer","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Jerry Schatzberg","Martin Bregman","Universal Pictures","R","Drama","English","Aug 17, 1979, Wide","Oct 1, 2016","1h 47m","A liberal United States senator, Joe Tynan (Alan Alda) is in over his head with both his work and his home life. Joe sees little of his wife, Ellie (Barbara Harris), due to the demands of his job, and their relationship is further strained when he begins to fall for Karen Traynor (Meryl Streep), a pretty attorney. Working with Karen on a Supreme Court appointment case that could mean a big boost for his career, Joe has to weigh various compromises against staying true to his ideals.",75,38,"The Seduction of Joe Tynan"
