"Director","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Kar-Wai Wong","Kar-Wai Wong","Sony Pictures Classics","R (Some Violence)","Action","Chinese","Oct 10, 2008, Limited","Apr 16, 2012","$173.5K","1h 33m","When his friend Huang (Tony Leung Ka Fai) visits mercenary Ou-yang (Leslie Cheung), they trade stories including that of princess Mu-rong (Brigitte Lin), who is alternately male and female. Peach Blossom (Carina Lau) quarrels with her blind husband (Tony Leung Chiu Wai), a swordsman who wants to avenge the bereavement of a peasant girl (Maggie Cheung). The girl also attracts the favors of the swordsman Hung Chi (Jacky Cheung), who is forever trailed by his doting wife (Li Bai).",78,76,"Ashes of Time Redux"
