"Director","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Paul Mazursky","20th Century Fox","Twentieth Century Fox","R","Drama","English","Aug 12, 1974, Original","Sep 6, 2005","1h 55m","Harry Coombes (Art Carney) is a man in his seventies who is evicted from his Manhattan apartment when the building is set to be demolished. After staying briefly with his son Burt (Phil Bruns), Harry decides to travel across the country, accompanied by his cat, Tonto, to visit his other grown children. However, his visits to a former love (Geraldine Fitzgerald), his daughter, Shirley (Ellen Burstyn) in Chicago, and his youngest son, Eddie (Larry Hagman), in Los Angeles, defy his expectations.",88,81,"Harry and Tonto"
