"Director","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Xavier Giannoli","Jacques Fieschi, Xavier Giannoli, Jacques Fieschi, Yves Stavrides","Music Box Films","Umedia, Pictanovo, Curiosa Films, France 3 Cinéma, Gaumont, Gabriel","Drama, History","French (France)","Jun 10, 2022, Limited","$124.6K","2h 29m","Scope (2.35:1)","In 1821, Lucien de Rubempré (César winner Benjamin Voisin) arrives in Paris as a sensitive, and idealistic young poet determined to write a reputation-making novel. Instead, he finds himself swept into journalism, whose influence and reach is booming with the help of the printing press, widely available of late. Under the mentorship of cynical editor Étienne Lousteau (César winner Vincent Lacoste), Lucien agrees to write rave theater reviews for bribes, achieving material success at the expense of his conscience. With this sweeping adaptation of one of Balzac's greatest novels, Xavier Giannoli crafts a contemporary tale of corruption amidst an early form of ""fake news"".",93,93,"Lost Illusions"
