"Director","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Mark Rydell","20th Century Fox","All Girl Productions","R","Musical, Romance","English","Nov 22, 1991, Original","Sep 18, 2017","$17.7M","2h 25m","Surround","On a USO tour during World War II, entertainer Eddie Sparks (James Caan) needs a partner to round out his act. Soon after hiring performer Dixie Leonard (Bette Midler), Eddie decides he wants her out of the show -- mostly because she upstages him. Dixie is close to leaving of her own accord, but her uncle, Art Silver (George Segal), convinces her to stay. As the years and wars go by, Eddie and Dixie experience a tumultuous relationship onstage and off while they continue the act for the troops.",44,75,"For the Boys"
