"Director","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Robert Townsend","Metro-Goldwyn-Mayer","PG","Fantasy","English","Feb 18, 2003","$8.0M","1h 39m","Surround","An unassuming teacher, Jefferson Reed (Robert Townsend) lives and works in an urban area plagued by a tough gang. When a falling meteor hits Jefferson, he discovers that he has gained numerous superpowers. Encouraged by his father (Robert Guillaume) and mother (Marla Gibbs), Jefferson sets out, somewhat awkwardly, to become a crime-fighting hero. While he manages to improve his community, he finds out that his powers aren't limitless, making his efforts more challenging.",25,36,"The Meteor Man"
