"Director","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Masahiro Shinoda","Masaru Baba, Masahiro Shinoda, Shintarô Ishihara","Home Vision Entertainment","Bungei Production Ninjin Club","Crime, Drama","Japanese","Mar 1, 1964, Original","1h 36m","Japanese gangster Muraki (Ryô Ikebe) is released from jail after a few years and finds both organized crime and the real world have moved on without him. Taking up with his old Yakuza crew, he spends his time in gambling dens, where he meets rich thrill seeker Saeko (Mariko Kaga). She's desperate to have a wild and seedy time in the underworld, which interests Muraki at first. However, he realizes that Saeko's destructive, hedonistic urges will likely mean the end for both of them.",92,91,"Pale Flower"
