"Director","Producer","Rating","Genre","Original Language","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Coline Serreau","Phillippe Carcassonne, Jean-Louis Piel","PG-13","Romance, Comedy","French (France)","$407.3K","1h 52m","Life is good for Romuald Blindet (Daniel Auteuil), the CEO of a yogurt company. Or so he thinks. Reality crashes down on him when he finds out his wife is having an affair, and one of his most bitter competitors at work fingers him for corporate impropriety. Romuald winds up finding a sympathetic ally in a black cleaning woman, Juliette (Firmine Richard), mother of five children, who works in the office after hours. He eventually moves in with her, and the two plot revenge.",50,80,"Mama, There's a Man in Your Bed"
