"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"James Ivory","Ismail Merchant","Touchstone Pictures, Merchant Ivory Productions","PG-13","History, Drama","English","Mar 31, 1995, Limited","Mar 1, 2013","$2.5M","2h 19m","Surround, Stereo","His wife having recently died, Thomas Jefferson (Nick Nolte) accepts the post of United States ambassador to pre-revolutionary France, though he finds it difficult to adjust to life in a country where the aristocracy subjugates an increasingly restless peasantry. In Paris, he becomes smitten with cultured artist Maria Cosway (Greta Scacchi), but, when his daughter visits from Virginia accompanied by her attractive slave, Sally Hemings (Thandie Newton), Jefferson's attentions are diverted.",31,35,"Jefferson in Paris"
