"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Antonia Bird","Elinor Day, David M. Thompson","Ronan Bennett","Distant Horizon","R","Crime, Drama","English","Oct 25, 2005","1h 43m","Surround","A bitter former idealist, Ray (Robert Carlyle) plans a daring heist with his buddy Dave (Ray Winstone), who is a seasoned criminal. Joining the pair are the restless Julian (Philip Davis), ex-con Stevie (Steven Waddington) and aspiring mobster Jason (Damon Albarn). While the crew pulls off the robbery, the amount that they make out with is much less than expected. This situation causes conflict within the group, resulting in violence, betrayal and even murder.",38,71,"Face"
