"Director","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Sidney Lumet","Paramount Pictures","Paramount Pictures, World Film Services","R","Drama","English","Aug 26, 1983, Limited","Nov 11, 2014","2h 9m","A '60s graduate student (Timothy Hutton) recalls his parents (Mandy Patinkin, Lindsay Crouse), executed in the '50s for selling atomic secrets.",43,54,"Daniel"
