"Director","Producer","Production Co","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Giuliano Montaldo","Arrigo Colombo, Giorgio Papi, Zeljko Kunkera","Paramount","Crime, Drama","English","2h 1m","A professor (Edward G. Robinson) and a crook (Adolfo Celi) recruit a team to crack a safe full of diamonds in Rio de Janeiro.",33,67,"Grand Slam"
