"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Milos Forman","Alfred W. Crown","Jean-Claude Carrière, Milos Forman, John Guare, John Klein","Universal Pictures","Universal Pictures","R","Comedy, Drama","English","Mar 28, 1971, Wide","1h 33m","Director Milos Foreman made his American debut with this comedy about 1960s-style parenting. Jeannie Tyne (Linnea Heacock) has fled her parents and her suburban home to wander around New York City. Sick with worry, Jeannie's mom, Lynn (Lynn Carlin), and dad, Larry (Buck Henry), meet other parents of runaways in a support group. When Jeannie finally returns home, however, it appears that her parents have been having quite a bit of fun with their new friends in her absence.",100,84,"Taking Off"
