"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"George Pavlou","Clive Barker","Alpine Pictures Inc.","R","Horror","English","Mar 22, 2018","1h 29m","Surround","A U.S. historian (David Dukes) takes his wife (Kelly Piper) and son to an Irish town where the oozing devil incarnate dwells.",30,39,"Rawhead Rex"
