"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Anthony Hickox","Peter Abrams, Robert L. Levy","Kevin Rock, Sam Bernard","Trimark, Tapestry Films","R","Action, Fantasy, Horror","English","Feb 23, 1993, Limited","Oct 1, 2013","$3.1M","1h 38m","Surround","Two California teens (Chris Young, Paula Marshall) fight a warlock (Julian Sands) for control of six Druid rune stones from the 17th century.",0,41,"Warlock: The Armageddon"
