"Director","Screenwriter","Production Co","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Sidharth Srinivasan","Sidharth Srinivasan","Accord Equips, Reel Illusion Films","Drama, Fantasy, Horror","English (United Kingdom)","1h 36m","A young DJ named Neel is picked up one fateful night by the beautiful Sitara, only to be thrust into a hallucinatory world of ritual magic surrounding the imminent death of her father.",75,NA,"Kriya"
