"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Release Date (Theaters)","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Charlie Chaplin","Charlie Chaplin","Charlie Chaplin","United Artists","Charles Chaplin Productions","G","Comedy","Jan 6, 1928, Wide","May 22, 2017","1h 12m","Academy (1.33:1)","Wrongfully accused of criminal acts, a tramp (Charlie Chaplin) unwittingly ducks into a big top, where his bumbling attempts to avoid pursuing police officers earn the laughter and applause of the circus-goers. Impressed, the ringmaster (Allan Garcia) decides to employ the tramp as an entertainer. In between getting trapped in a lion's cage and partaking in clumsy high wire escapades, he falls for a beautiful show rider (Merna Kennedy), who unfortunately has eyes for a daring tightrope acrobat.",97,94,"The Circus"
