"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Michael Davis","Martin Cutler, Michael Davis, Gary Preisler","Michael Davis","Underdog Productions","R","Comedy","English","Feb 26, 1999, Wide","$29.3K","1h 32m","Surround, Dolby","The summer after their high-school graduation, Peter (Joshua Schaefer) realizes he is in love with his neighbor and childhood friend Erica (Keri Russell) -- who is dating arrogant football player Nick (Johnny Green). With only three months left before she leaves for college, Peter acts on his grandfather Nonno's (Buck Kartalian) suggestion to set up camp on Erica's lawn and win her over. Despite the disapproval of his father (Mark Taylor), Peter slowly begins charming Erica.",20,68,"Eight Days a Week"
