"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Todd Solondz","Todd Solondz","Todd Solondz","Sony Pictures Classics, Columbia TriStar","R","Comedy, Drama","English","Jan 15, 1995, Original","Jan 1, 2013","$4.8M","1h 27m","Surround","Middle-school student Dawn Weiner (Heather Matarazzo) faces degradation at school -- where she is teased constantly -- and at home. The middle child between nerdy older brother Mark (Matthew Faber) and perky younger sister Missy (Daria Kalinina), Dawn can't seem to find a place to belong. Although she has a crush on a cute boy (Eric Mabius) whom her brother knows, she can only catch the attention of bully Brandon (Brendan Sexton Jr.), who threatens her to show affection.",93,86,"Welcome to the Dollhouse"
