"Director","Screenwriter","Production Co","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Kurt Martin","Kurt Martin","Lunar Pictures","Drama","English (Australia)","1h 40m","After an unlikely encounter at a Sydney train station in 1999, a young girl befriends a fugitive teenage boy, and they set off to visit a moon rock the girl believes will heal her.",83,NA,"Moon Rock for Monday"
