"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Michael Winterbottom","Andrew Eaton, Anita Overland","Tony Grisoni","Sundance Film Series, Lionsgate Films, Sundance Channel Home Entertainment","BBC","R","Drama","English","Nov 17, 2002, Wide","Mar 22, 2005","$74.2K","1h 28m","In this dramatic re-creation, Jamal (Jamal Udin Torabi) and Enayat (Enayatullah) escape from the wretched Shamshatoo Refugee Camp in northwest Pakistan and embark on a perilous journey to England, where Jamal's uncle lives. Though they are initially caught by Iranian authorities and sent back, they ultimately make it through Iran to Istanbul, Turkey, smuggled there by paid human traffickers. To get to Italy, they must risk being shipped, and spend over a day in an unventilated container.",89,88,"In This World"
