"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Norman Taurog","Hal B. Wallis","Allan Weiss, Hal Kanter","Paramount","PG","Musical, Romance","English","Jan 1, 2011","1h 43m","Scope (2.35:1)","After being discharged from the U.S. Army, cool guy Chadwick Gates (Elvis Presley) returns home to Hawaii. Following several years of strict military life, Gates wants nothing more than to hang loose and surf all day. His family pressures him to work for the family pineapple business. Much to the chagrin of his snobby mother (Angela Lansbury), Gates lands a job as a tour guide at the same company where his girlfriend, Maile (Joan Blackman), also works.",22,67,"Blue Hawaii"
