"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Dwight H. Little","Michael Grais, Mark Victor, Steven Seagal","Michael Grais, Mark Victor","Steamroller Productions","R","Action","English","Sep 24, 2013","$43.1M","1h 33m","Surround","Mourning his partner who recently died in the line of duty, Drug Enforcement Administration agent John Hatcher (Steven Seagal) confesses to his old pal Max (Keith David), a high school football coach, that he has decided to retire. Then Chicago drug lord Screwface (Basil Wallace) puts out a hit on Hatcher's family. Now, thirsty for vengeance, this grizzled man of action fearlessly returns to the fray, and, when the skittish Screwface flees to Jamaica, Hatcher and Max are in hot pursuit.",27,50,"Marked for Death"
