"Director","Producer","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Alexander Hall","Max Gordon","Columbia Pictures","Columbia Pictures Corporation","Comedy","English","Sep 24, 1942, Original","1h 36m","When starry-eyed sisters, Ruth (Rosalind Russell) and Eileen Sherwood (Janet Blair), make the leap from rural Idaho to downtown New York City, they believe they are going to make their fortunes. However, upon arriving, they find the Big Apple a little less glamorous than had they expected. After moving into a trashy basement apartment in Greenwich Village, the sisters eventually make the acquaintance of hotshot magazine editor Robert Baker (Brian Aherne), who vows to help them both succeed.",80,65,"My Sister Eileen"
