"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Camille Delamarre","Luc Besson, Mark Gao","Adam Cooper, Bill Collage, Luc Besson","EuropaCorp","EuropaCorp","PG-13 (A Drug Reference|Action|Thematic Elements|Sequences of Violence|Sexual Material|Some Language)","Action, Mystery & Thriller","English","Sep 4, 2015, Wide","Dec 8, 2015","$16.0M","1h 31m","Frank Martin is living a less perilous lifestyle, or so he thinks, transporting classified packages for questionable people. Things get complicated when femme fatale Anna and her three accomplices orchestrate a bank heist and the kidnapping of Frank's father. It's all part of a grand plan to take down the human trafficker who victimized her years earlier. Now a pawn in her vengeful scheme, the former special-operations mercenary must use his covert skills to play Anna's dangerous game.",15,30,"The Transporter Refueled"
