"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Adam Marcus","Dean Lorey","New Line Cinema","R","Horror","English","Oct 1, 2008","$15.6M","1h 28m","Surround, Stereo","After being blown away by a team of FBI agents, Jason Voorhees (Kane Hodder) needs to find a way to overcome certain death. When his bloodied remains are sent to the morgue, his heart, still intact, is able to hypnotize a coroner and take over his body. After brutally dispatching a couple of FBI agents, he heads back to his favorite stomping grounds: Crystal Lake. Jason commences another teen massacre while a bounty hunter (Steven Williams) discovers the only way to kill him.",16,23,"Jason Goes to Hell: The Final Friday"
