"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Ritesh Batra","Scott Neustadter, Michael H. Weber","Netflix, Wildwood Enterprises","TV-14","Drama","English","Sep 30, 2017","1h 43m","Addie Moore and Louis Waters, a widow and widower, have lived next door to each other for years. When Addie tries to make a connection with her neighbor, the two begin sleeping in bed together platonically, with the innocent goal of alleviating their shared loneliness. As their relationship deepens, however, they each deal with grief and loss, and a real romance begins to blossom.",89,76,"Our Souls at Night"
