"Director","Producer","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Ken Russell","Ken Russell","R","Biography, Drama","English","Sep 1, 2009","1h 40m","In the Paris of the 1910s, brash young sculptor Henri Gaudier (Scott Antony) begins a creative partnership with an older writer, Sophie Brzeska (Dorothy Tutin). Though the couple is 20 years apart in age, Gaudier finds that his untamed work is complemented by the older woman's cultural refinement. He then moves to London with Brzeska, where he falls in with a group of avant-garde artists. There, Gaudier encounters yet another artistic muse in passionate suffragette Gosh Boyle (Helen Mirren).",55,79,"Savage Messiah"
