"Director","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"David S. Ward","Metro Goldwyn Mayer","PG","Drama","English","Feb 12, 1982, Limited","Apr 1, 2011","2h 0m","An ex-ballplayer (Nick Nolte) studies marine biology and a bordello girl (Debra Winger) in his run-down town.",75,72,"Cannery Row"
