"Director","Producer","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Emilio Estevez","Dick Berg, Allan Marcil","R","Drama","English","Jul 2, 2007","1h 55m","Surround","When film student Jim Mitchell (Emilio Estevez) is scolded for making films that dwell too much on female anatomy, he doesn't take the hint, but instead starts making pornographic films professionally. He ropes in his younger brother, Artie (Charlie Sheen), and together they open a very successful studio. Amid constant partying and mountains of cocaine, they manage to make one of the most successful porn films of all time before their personal demons get the better of them.",25,31,"Rated X"
