"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Joseph L. Mankiewicz","Walter Wanger","Sidney Buchman, Carlo Mario Franzero, Ranald MacDougall, Joseph L. Mankiewicz","20th Century Fox","Twentieth Century Fox","G","History, Drama","English","Jun 12, 1963, Wide","Sep 18, 2012","4h 3m","Stereo","Scope (2.35:1)","""Cleopatra"" is a lengthy, sprawling, spectacular love story, helmed by Joseph L. Mankiewicz, depicting Cleopatra's manipulation of Julius Caesar and Marc Antony in her ill-fated attempt to save the Egyptian empire. This threesome in one of the most famous and gloriously powerful love triangles ever to be captured on film.",56,67,"Cleopatra"
