"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Jean-Paul Civeyrac","Jacques-Henri Bronckart, Olivier Bronckart, Philippe Martin","Jean-Paul Civeyrac","Zeitgeist","Drama","French (Canada)","Dec 4, 2015, Limited","Apr 18, 2018","1h 35m","Victoria, a black 8-year-old orphan, is taken in by a white bourgeois family for a night. Years later, she has a brief affair with the youngest son of the host family and bears his child.",60,50,"My Friend Victoria"
