"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Takeshi Kitano","Hisao Nabeshima","Takeshi Kitano","Fox Lorber","Comedy","Japanese","Sep 15, 1990, Original","Nov 20, 2016","$1.5K","1h 36m","After clashing with a gangster, a baseball player (Masahiko Ono) seeks help from a bar owner (Takahito Iguchi) with underworld connections.",94,64,"Boiling Point"
