"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Phil Karlson","Edward Small","Samuel Fuller, Eugene Ling, James Poe, Ted Sherdeman","Columbia Pictures","Columbia Pictures Corporation, Edward Small Productions","Crime, Drama","English","Jan 16, 1952, Wide","Oct 27, 2009","1h 22m","Mono","Editor Mark Chapman (Broderick Crawford) presides over a trashy but financially successful tabloid newspaper in New York City. With his hotshot crime reporter, Steve McCleary (John Derek), and feature writer, Julie Allison (Donna Reed), Chapman attends a Lonely Hearts Club publicity stunt sponsored by the paper, where he's shocked to run into Charlotte (Rosemary DeCamp), the wife he abandoned two decades before. Their argument takes a violent turn that might ruin everything Chapman has.",100,88,"Scandal Sheet"
