"Director","Producer","Rating","Genre","Original Language","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Jane Wagner","Robert Stigwood","R","Drama","English","1h 45m","Surround","A Beverly Hills housewife (Lily Tomlin) has a beach affair with a young drifter often called Strip (John Travolta).",22,24,"Moment by Moment"
