"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Julien Temple","Chris Brown, Stephen Woolley","Richard Burridge, Terry Johnson, Colin MacInnes, Don MacPherson","Metro-Goldwyn-Mayer, Home Box Office (HBO) [us]","Goldcrest Films International","PG-13","Musical, Romance","English","Apr 18, 1986, Original","Apr 15, 2003","$278.9K","1h 47m","Dolby, Magnetic Stereo 6 Track, Surround","35mm, Scope (2.35:1)","Colin (Eddie O'Connell), an aspiring young British photographer and jazz aficionado, falls for the beautiful Crepe Suzette (Patsy Kensit), a model on the rise. When she leaves him to pursue her dreams of fame, Colin lands under the wing of Vendice Partners (David Bowie), a suave advertising executive, and begins his own climb toward success. As Colin and Suzette get caught up in the promotion of youth culture, they brush up against the era's social issues, including racism.",70,38,"Absolute Beginners"
