"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Chris Gerolmo","Chris Gerolmo","HBO Films","TV-14, R","Drama","English","May 20, 2014","1h 43m","In the 1980s, serial killer Andrei Chikatilo (Jeffrey DeMunn) embarks on an eight-year killing spree, murdering 52 people. Lt. Viktor Burakov (Stephen Rea) wants to put a stop to the killings, but the Soviet bureaucracy obstructs him at every turn, insisting a Communist Party member could not be the killer. Burakov is determined to catch Chikatilo, aided only by his cynical superior (Donald Sutherland) and a frightened but determined psychiatrist (Max von Sydow) in this true story.",86,86,"Citizen X"
