"Director","Producer","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Donna Deitch","Donna Deitch","R","Romance","English","Nov 16, 2017","$2.5M","1h 36m","A New York professor (Helen Shaver) divorces her husband and has an affair with another woman (Patricia Charbonneau) in 1959 Reno.",90,77,"Desert Hearts"
