"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Jon Amiel","Arnon Milchan, Mark Tarlov","Regency Enterprises, New Regency Pictures","R","Mystery & Thriller","English","Mar 1, 2013","$31.3M","2h 3m","Surround, Stereo","Deeply shaken after being assaulted by a deranged man (Harry Connick Jr.), Dr. Helen Hudson (Sigourney Weaver) must face her fears if she is to help solve a series of murders. Helen is a psychologist who has studied serial killers, but this case, in which the crimes seem modeled on the work of infamous deviants, is grimmer than most. With the help of two San Francisco police officers (Holly Hunter, Dermot Mulroney), Helen tries to come between the murderer and his next victim.",76,64,"Copycat"
