"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"William Friedkin","Ralph Serpe","Universal Pictures","Universal/Universal Int","PG","Comedy, Drama","English","Dec 8, 1978, Original","Jul 27, 2011","1h 44m","On Jan. 17, 1950, a group of unlikely criminal masterminds commits the robbery of the century. Led by Tony Pino (Peter Falk), a petty thief fresh out of prison, and Joe McGinnis (Peter Boyle), who specializes in planning lucrative capers, the gang robs Brink's main office in Boston of more than $2 million. However, things begin to go awry when the FBI gets involved, the cops start cracking down on the gang and McGinnis refuses to hand over the loot.",70,56,"The Brink's Job"
