"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Philip Boston","Vincent Leone","ArenaPlex Entertainment, ArenaPlex LLC","Arenaplex Entertainment, ArenaPlex LLC","PG","Documentary","English","Nov 7, 2003, Wide","Jan 27, 2004","$114.5K","1h 27m","Surround","Some of the biggest names in surfing, including Shawn Barron, Ken Bradshaw and Mike Parsons, are on the hunt for the biggest waves in the world. In their quest, they leave the coastline behind and travel to the heart of the ocean, where waves up to 100 feet in height have been recorded. Riding these gigantic waves can be fatal, but for these surfers the risk is worth it. Not only do they earn bragging rights if they can find and ride a 100-foot wave, but they'll also earn a $500,000 cash prize.",36,89,"Billabong Odyssey"
