"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Lars Klevberg","Roy Lee, Chris Bender, Michael Mahoney, Jake Wagner, Jake Weiner","Blair Butler","Vertical Entertainment","The Weinstein Company, Vertigo Entertainment, Eldorado Film, Dimension Films","PG-13 (Some Teen Drinking|Drug Material|Brief Strong Language|Thematic Elements|Violence/Terror)","Horror, Mystery & Thriller","English","Oct 11, 2019, Limited","Sep 17, 2019","1h 28m","Scope (2.35:1)","High school loner Bird Fitcher finds a vintage Polaroid camera that holds dark and mysterious secrets. She soon realizes that those who get their picture taken by it meet a tragic and untimely death.",NA,NA,"Polaroid"
