"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Leslie Fenton","Mel Epstein","Frank Butler, Karl Kamb","Paramount","Western","English","Jan 3, 2017","1h 28m","Luke ""Whispering"" Smith (Alan Ladd) is a mild-mannered policeman tasked with stopping a gang of train robbers, led by Barney Rebstock (Donald Crisp). Luke is faced with a conflict of interest when his good friend, Murray Sinclair (Robert Preston), loses his railroad job and, in an act of defiance, joins Rebstock's gang of outlaws. To make things even more complicated, Luke's friendship with Murray's ex-wife, Marian (Brenda Marshall), is becoming romantic.",83,61,"Whispering Smith"
