"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Scott Slone","Dustin Harris, Scott Slone, Andrew Williams","Scott Slone","Iconic Events","Sunny Oak Films","Horror, Mystery & Thriller","English","Oct 20, 2023, Limited","1h 25m","Dolby SR","Malibu Horror Story follows a team of amateur paranormal investigators as they delve into a 10 year old unresolved case, the disappearance of four popular high school boys on graduation night. While exploring a sacred cave in the hills of Malibu California, the team encounters chilling paranormal occurrences. As they analyze footage from the missing teens' camera, they make a terrifying discovery involving an ancient curse which forces them to confront their own worst fears and unravel the sinister truth behind the boys' vanishing.",86,95,"Malibu Horror Story"
