"Director","Producer","Production Co","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Xavier Legrand","Alexandre Gavras, Sylvain Corbeil, Anton Iffland-Stettner, Eva Kuperman","VOO, France 3 Cinéma, KG Productions, Stenola Productions, BE TV, Metafilms, Radio Télévision Belge Francophone (RTBF)","Drama, Mystery & Thriller","French","1h 52m","Ellias Barnès, 30, is the newly-announced artistic director of a famous Parisian fashion house. But as expectations are high, he starts experiencing chest pain. Out of the blue he is called back to Montreal to organize his estranged father's funeral and discovers that he may have inherited much worse than his father's weak heart.",75,NA,"The Successor"
