"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Cecil B. DeMille","Cecil B. DeMille","Æneas MacKenzie, Jesse Lasky Jr., Fredric M. Frank, Jack Gariss","Paramount Pictures","Paramount Pictures","G","History, Drama","English","Oct 5, 1956, Original","Nov 24, 2016","3h 40m","Stereo","Flat (1.85:1)","Enjoying a life of ease in the court of Egypt's pharaoh, Moses (Charlton Heston) discovers his Hebrew heritage and, later, God's expectations of him. He dedicates himself to liberating his people from captivity and -- with the aid of plagues and divine intervention -- manages to lead them out of Egypt and across the Red Sea. A greater challenge comes in the form of the golden calf idol, however, and it takes an unforgettable visitation by God on Mount Sinai for Moses' mission to prevail.",84,87,"The Ten Commandments"
