"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Ken Russell","Ken Russell","Vestron Pictures","White Lair","R","Horror","English","Oct 21, 1988, Original","Oct 21, 2016","$22.0K","1h 33m","Surround","On a farm owned by Eve Trent (Catherine Oxenberg) and her sister Mary (Sammi Davis), young archaeologist Angus Flint (Peter Capaldi) discovers a large and inexplicable skull, which he soon deduces belonged to the D'Ampton Worm, a mythical beast supposedly slain generations ago by the ancestor of the current Lord D'Ampton (Hugh Grant). The predatory Lady Sylvia Marsh (Amanda Donohoe) soon takes an interest in both Flint and the virginal Eve, hinting that the vicious D'Ampton Worm may still live.",69,48,"The Lair of the White Worm"
