"Director","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Dan Aykroyd","Warner Bros.","PG-13","Comedy","English","Dec 31, 2007","$7.5M","1h 34m","Surround","While attempting to seduce gorgeous lawyer Diane Lightson (Demi Moore), wealthy gadabout Chris Thorne (Chevy Chase) agrees to drive her to Atlantic City, N.J. But, when some reckless driving draws the attention of a deeply critical cop (John Candy), they and the flamboyant ""Brazillionaires"" (Taylor Negron, Bertila Damas) who tagged along end up in the court of a grotesque and vengeful judge (Dan Aykroyd), who has a special vendetta against the wealthy and erudite.",15,48,"Nothing but Trouble"
