"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Lynne Stopkewich","Lynne Stopkewich, Dean English","Barbara Gowdy, Lynne Stopkewich","Orion Pictures","R","Romance","English","Apr 11, 1996, Original","Feb 22, 2017","$465.4K","1h 18m","Dolby","Teenager Sandra (Molly Parker) is obsessed with death, so much so that after wandering into a funeral home she wishes to be a mortician. But this fascination becomes highly sexual, as Sandra develops a taste for necrophilia. Her secret passion doesn't cause any problems until she goes to college and meets medical student Matt (Peter Outerbridge), who soon falls for the unusual young lady. She comes clean about her morbid sexuality, but turning her on to the world of the living is no easy task.",68,67,"Kissed"
