"Director","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Simon Callow","PG-13","Drama","English","Nov 20, 2001","1h 40m","Surround","Oscar-winners Vanessa Redgrave, Keith Carradine, and Rod Steiger star in this adaptation of the Carson McCullers novella and the Edward Albee play adapted from it. Merchant Ivory veteran Simon Callow's only turn as a director is a twisted Southern Gothic dark comedy set in a small rural town in the deep South. Redgrave plays Miss Amelia, the eccentric proprietor of the town's only café and, more importantly to her grip on the townsfolk, the proprietor of a secret moonshine still. Her domineering hold on the town is threatened when two strangers appear with a claim on her past.",56,62,"The Ballad of the Sad Cafe"
