"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Charles Burnett","Paul M. Heller, William Fabrizio, John Remark, Eric Mitchell","Regent Entertainment [us]","American Sterling Productions","R","Comedy, Drama","English","Jan 1, 2000, Original","$2.2K","1h 48m","A woman (Lynn Redgrave) who believes a dead composer is in love with her falls in love with a man (James Earl Jones) who constantly fights an imaginary man named Hank.",67,80,"The Annihilation of Fish"
