"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Vikram Jayanti","Hal Vogel","Metro-Goldwyn-Mayer","PG (Brief Mild Language)","Documentary","English","Sep 5, 2003, Original","Oct 4, 2017","1h 27m","Surround","This documentary focuses on the match between chess champion Garry Kasparov and Deep Blue, an IBM computer designed to play the game at the highest level. In the years prior to the 1997 match, Kasparov was known as the best talent in chess history, but he grows agitated when Deep Blue opens the contest by playing better than expected. Kasparov argues that IBM is somehow cheating to better its chances of victory, and his contention casts a shadow over the match's dramatic finale.",76,55,"Game Over: Kasparov and the Machine"
