"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Éric Lartigau","Pierre-Ange Le Pogam","Stéphane Cabel, Laurent De Bartillat, Éric Lartigau, Laurent De Bartillat, Éric Lartigau, Stéphane Cabel","EuropaCorp, CiBy 2000, TF1 Films Production","Drama","French (Canada)","Aug 18, 2016","$158.4K","1h 54m","A successful lawyer with a perfect life murders his wife's lover and assumes his identity. He flees to an isolated part of Yugoslavia where he gets another shot at being himself and seeing the big picture.",86,63,"The Big Picture"
