"Director","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"James Komack","R","Comedy","English","Dec 13, 2019","1h 33m","This wild sequel finds Edward ""Pee Wee"" Morris (Dan Monahan), Anthony ""Meat"" Tuperello (Tony Ganios) and their Angel Beach High buddies up to more adolescent mischief. The boys' nemesis, Porky (Chuck Mitchell), has returned to town and now operates a riverboat casino. While the teens figure out a way to expose Porky's latest corrupt venture, they must deal with lust, unexpected romance, academic woes and athletic challenges, all leading up to a chaotic finale.",25,33,"Porky's Revenge"
