"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Ernst Lubitsch","Ernst Lubitsch","Charlton Andrews, Charles Brackett, Alfred Savoir, Billy Wilder","Paramount Pictures, MCA/Universal Pictures [us]","Paramount Pictures","Comedy","English","Mar 23, 1938, Original","Nov 3, 2009","1h 25m","Stereo, Mono","35mm, Flat (1.37:1)","Millionaire Michael Brandon (Gary Cooper) becomes smitten with French mademoiselle Nicole de Loiselle (Claudette Colbert) while vacationing on the Riviera. Michael asks her father, the titled but destitute Marquis de Loiselle (Edward Everett Horton), for his daughter's hand, but Nicole balks when she learns that the mercurial millionaire has already been married and divorced seven times. With the help of her platonic friend, Albert (David Niven), Nicole endeavors to change Michael's ways.",45,63,"Bluebeard's Eighth Wife"
