"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Martin Stellman","Tim Bevan","Martin Stellman, Trix Worrell","Atlantic Releasing Corp.","R","Drama","English","May 19, 1988, Original","Aug 1, 2006","$62.8K","1h 45m","When Reuben James (Denzel Washington), a decorated paratrooper, is discharged from the British military, he returns to his old neighborhood in London's inner city. Despite his upstanding military career, James struggles to find gainful employment in the face of racism and corruption, while navigating the crime and poverty rampant in the city. His situation only worsens when his girlfriend, Stacey (Amanda Redman), leaves him. Pushed further toward the edge, James decides to take a stand.",29,28,"For Queen and Country"
